"year","team","conference","division","expected_wins","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
2005,"Rice","Conference USA","West",0,11,1,10,0,8,1,7,0,5,1,4,0,6,0,6,0
2005,"Rutgers","Big East","",0,12,7,5,0,7,4,3,0,7,4,3,0,5,3,2,0
2005,"San Diego State","Mountain West","",0,12,5,7,0,10,4,6,0,6,3,3,0,6,2,4,0
2005,"San José State","Western Athletic","",0,11,3,8,0,8,2,6,0,5,3,2,0,6,0,6,0
2005,"SMU","Conference USA","West",0,11,5,6,0,8,4,4,0,6,3,3,0,5,2,3,0
2005,"South Carolina","SEC","East",0,12,7,5,0,8,5,3,0,7,5,2,0,5,2,3,0
2005,"Southern Mississippi","Conference USA","East",0,12,7,5,0,8,5,3,0,5,3,2,0,7,4,3,0
2005,"South Florida","Big East","",0,12,6,6,0,7,4,3,0,5,4,1,0,7,2,5,0
2005,"Stanford","Pac-10","",0,11,5,6,0,8,4,4,0,6,1,5,0,5,4,1,0
2005,"Syracuse","Big East","",0,11,1,10,0,7,0,7,0,6,1,5,0,5,0,5,0
2005,"TCU","Mountain West","",0,12,11,1,0,8,8,0,0,5,5,0,0,7,6,1,0
2005,"Temple","FBS Independents","",0,11,0,11,0,0,0,0,0,5,0,5,0,6,0,6,0
2005,"Tennessee","SEC","East",0,11,5,6,0,8,3,5,0,6,3,3,0,5,2,3,0
2005,"Texas","Big 12","South",0,13,13,0,0,9,9,0,0,7,7,0,0,6,6,0,0
2005,"Texas A&M","Big 12","South",0,11,5,6,0,8,3,5,0,6,4,2,0,5,1,4,0
2005,"Texas Tech","Big 12","South",0,12,9,3,0,8,6,2,0,7,7,0,0,5,2,3,0
2005,"Toledo","Mid-American","West",0,12,9,3,0,8,6,2,0,5,4,1,0,7,5,2,0
2005,"Troy","Sun Belt","",0,11,4,7,0,7,3,4,0,5,3,2,0,6,1,5,0
2005,"Tulane","Conference USA","West",0,11,2,9,0,8,1,7,0,6,1,5,0,5,1,4,0
2005,"Tulsa","Conference USA","West",0,13,9,4,0,9,7,2,0,6,4,2,0,7,5,2,0
2005,"UAB","Conference USA","East",0,11,5,6,0,8,3,5,0,5,2,3,0,6,3,3,0
2005,"UCF","Conference USA","East",0,13,8,5,0,9,7,2,0,6,4,2,0,7,4,3,0
2005,"UCLA","Pac-10","",0,12,10,2,0,10,8,2,0,7,7,0,0,5,3,2,0
2005,"UNLV","Mountain West","",0,11,2,9,0,8,1,7,0,5,2,3,0,6,0,6,0
2005,"USC","Pac-10","",0,13,12,1,0,8,8,0,0,6,6,0,0,7,6,1,0
2005,"Utah","Mountain West","",0,12,7,5,0,9,5,4,0,7,5,2,0,5,2,3,0
2005,"Utah State","Western Athletic","",0,11,3,8,0,8,2,6,0,5,2,3,0,6,1,5,0
2005,"UTEP","Conference USA","West",0,12,8,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2005,"Vanderbilt","SEC","East",0,11,5,6,0,8,3,5,0,6,2,4,0,5,3,2,0
2005,"Virginia","ACC","Coastal",0,12,7,5,0,8,3,5,0,6,5,1,0,6,2,4,0
2005,"Virginia Tech","ACC","Coastal",0,13,11,2,0,9,7,2,0,7,6,1,0,6,5,1,0
2005,"Wake Forest","ACC","Atlantic",0,11,4,7,0,8,3,5,0,6,3,3,0,5,1,4,0
2005,"Washington","Pac-10","",0,11,2,9,0,9,1,8,0,6,1,5,0,5,1,4,0
2005,"Washington State","Pac-10","",0,11,4,7,0,8,1,7,0,6,2,4,0,5,2,3,0
2005,"Western Michigan","Mid-American","West",0,11,7,4,0,8,5,3,0,5,4,1,0,6,3,3,0
2005,"West Virginia","Big East","",0,12,11,1,0,7,7,0,0,6,5,1,0,6,6,0,0
2005,"Wisconsin","Big Ten","",0,13,10,3,0,8,5,3,0,6,5,1,0,7,5,2,0
2005,"Wyoming","Mountain West","",0,11,4,7,0,8,2,6,0,5,2,3,0,6,2,4,0
2006,"Air Force","Mountain West","",0,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2006,"Akron","Mid-American","East",0,12,5,7,0,8,3,5,0,5,4,1,0,7,1,6,0
2006,"Alabama","SEC","West",0,13,6,7,0,8,2,6,0,9,6,3,0,4,0,4,0
2006,"Arizona","Pac-10","",0,12,6,6,0,10,5,5,0,7,3,4,0,5,3,2,0
2006,"Arizona State","Pac-10","",0,13,7,6,0,9,4,5,0,6,4,2,0,7,3,4,0
2006,"Arkansas","SEC","West",0,14,10,4,0,9,7,2,0,7,5,2,0,7,5,2,0
2006,"Arkansas State","Sun Belt","",0,12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
2006,"Army","FBS Independents","",0,12,3,9,0,0,0,0,0,5,2,3,0,7,1,6,0
2006,"Auburn","SEC","West",0,13,11,2,0,8,6,2,0,8,6,2,0,5,5,0,0
2006,"Ball State","Mid-American","West",0,12,5,7,0,8,5,3,0,6,2,4,0,6,3,3,0
2006,"Baylor","Big 12","South",0,12,4,8,0,8,3,5,0,7,3,4,0,5,1,4,0
2006,"Boise State","Western Athletic","",0,13,13,0,0,8,8,0,0,6,6,0,0,7,7,0,0
2006,"Boston College","ACC","Atlantic",0,13,10,3,0,8,5,3,0,8,8,0,0,5,2,3,0
2006,"Bowling Green","Mid-American","East",0,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2006,"Buffalo","Mid-American","East",0,12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
2006,"BYU","Mountain West","",0,13,11,2,0,10,9,1,0,6,6,0,0,7,5,2,0
2006,"California","Pac-10","",0,13,10,3,0,10,8,2,0,8,8,0,0,5,2,3,0
2006,"Central Michigan","Mid-American","West",0,14,10,4,0,9,8,1,0,6,5,1,0,8,5,3,0
2006,"Cincinnati","Big East","",0,13,8,5,0,7,4,3,0,8,7,1,0,5,1,4,0
2006,"Clemson","ACC","Atlantic",0,13,8,5,0,8,5,3,0,7,5,2,0,6,3,3,0
2006,"Colorado","Big 12","North",0,12,2,10,0,8,2,6,0,6,2,4,0,6,0,6,0
2006,"Colorado State","Mountain West","",0,12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0
2006,"Connecticut","Big East","",0,12,4,8,0,7,1,6,0,7,3,4,0,5,1,4,0
2006,"Duke","ACC","Coastal",0,12,0,12,0,8,0,8,0,7,0,7,0,5,0,5,0
2006,"East Carolina","Conference USA","East",0,13,7,6,0,8,5,3,0,7,4,3,0,6,3,3,0
2006,"Eastern Michigan","Mid-American","West",0,12,1,11,0,8,1,7,0,5,1,4,0,7,0,7,0
2006,"Florida","SEC","East",0,14,13,1,0,9,8,1,0,8,8,0,0,6,5,1,0
2006,"Florida Atlantic","Sun Belt","",0,12,5,7,0,7,4,3,0,5,3,2,0,7,2,5,0
2006,"Florida International","Sun Belt","",0,12,0,12,0,7,0,7,0,5,0,5,0,7,0,7,0
2006,"Florida State","ACC","Atlantic",0,13,7,6,0,8,3,5,0,8,4,4,0,5,3,2,0
2006,"Fresno State","Western Athletic","",0,12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
2006,"Georgia","SEC","East",0,13,9,4,0,8,4,4,0,8,5,3,0,5,4,1,0
2006,"Georgia Tech","ACC","Coastal",0,14,9,5,0,9,7,2,0,8,6,2,0,6,3,3,0
2006,"Hawai'i","Western Athletic","",0,14,11,3,0,8,7,1,0,9,8,1,0,5,3,2,0
2006,"Houston","Conference USA","West",0,14,10,4,0,9,8,1,0,8,7,1,0,6,3,3,0
2006,"Idaho","Western Athletic","",0,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2006,"Illinois","Big Ten","",0,12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0
2006,"Indiana","Big Ten","",0,12,5,7,0,8,3,5,0,7,3,4,0,5,2,3,0
2006,"Iowa","Big Ten","",0,13,6,7,0,8,2,6,0,8,4,4,0,5,2,3,0
2006,"Iowa State","Big 12","North",0,12,4,8,0,8,1,7,0,7,4,3,0,5,0,5,0
2006,"Kansas","Big 12","North",0,12,6,6,0,8,3,5,0,7,5,2,0,5,1,4,0
2006,"Kansas State","Big 12","North",0,13,7,6,0,8,4,4,0,9,6,3,0,4,1,3,0
2006,"Kent State","Mid-American","East",0,12,6,6,0,8,5,3,0,5,3,2,0,7,3,4,0
2006,"Kentucky","SEC","East",0,13,8,5,0,8,4,4,0,8,7,1,0,5,1,4,0
2006,"Louisiana","Sun Belt","",0,12,6,6,0,7,3,4,0,6,3,3,0,6,3,3,0
2006,"Louisiana Monroe","Sun Belt","",0,12,4,8,0,7,3,4,0,5,2,3,0,7,2,5,0
2006,"Louisiana Tech","Western Athletic","",0,13,3,10,0,8,1,7,0,5,2,3,0,8,1,7,0
2006,"Louisville","Big East","",0,13,12,1,0,7,6,1,0,6,6,0,0,7,6,1,0
2006,"LSU","SEC","West",0,13,11,2,0,8,6,2,0,9,9,0,0,4,2,2,0
2006,"Marshall","Conference USA","East",0,12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0
2006,"Maryland","ACC","Atlantic",0,13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
2006,"Memphis","Conference USA","East",0,12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0
2006,"Miami","ACC","Coastal",0,13,7,6,0,8,3,5,0,7,5,2,0,6,2,4,0
2006,"Miami (OH)","Mid-American","East",0,12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
2006,"Michigan","Big Ten","",0,13,11,2,0,9,7,2,0,8,7,1,0,5,4,1,0
2006,"Michigan State","Big Ten","",0,12,4,8,0,8,1,7,0,7,2,5,0,5,2,3,0
2006,"Middle Tennessee","Sun Belt","",0,13,7,6,0,7,6,1,0,5,3,2,0,8,4,4,0
2006,"Minnesota","Big Ten","",0,13,6,7,0,9,3,6,0,7,4,3,0,6,2,4,0
2006,"Mississippi State","SEC","West",0,12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
2006,"Missouri","Big 12","North",0,13,8,5,0,8,4,4,0,8,6,2,0,5,2,3,0
2006,"Navy","FBS Independents","",0,13,9,4,0,0,0,0,0,7,4,3,0,6,5,1,0
2006,"NC State","ACC","Atlantic",0,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
2006,"Nebraska","Big 12","North",0,14,9,5,0,9,6,3,0,8,6,2,0,6,3,3,0
2006,"Nevada","Western Athletic","",0,13,8,5,0,8,5,3,0,7,5,2,0,6,3,3,0
2006,"New Mexico","Mountain West","",0,13,6,7,0,8,4,4,0,7,3,4,0,6,3,3,0
2006,"New Mexico State","Western Athletic","",0,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
2006,"North Carolina","ACC","Coastal",0,12,3,9,0,8,2,6,0,7,2,5,0,5,1,4,0
2006,"Northern Illinois","Mid-American","West",0,13,7,6,0,8,5,3,0,6,4,2,0,7,3,4,0
2006,"North Texas","Sun Belt","",0,12,3,9,0,7,2,5,0,5,2,3,0,7,1,6,0
2006,"Northwestern","Big Ten","",0,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2006,"Notre Dame","FBS Independents","",0,13,10,3,0,0,0,0,0,7,6,1,0,6,4,2,0
2006,"Ohio","Mid-American","East",0,14,9,5,0,9,7,2,0,6,4,2,0,8,5,3,0
2006,"Ohio State","Big Ten","",0,13,12,1,0,8,8,0,0,8,7,1,0,5,5,0,0
2006,"Oklahoma","Big 12","South",0,14,11,3,0,9,8,1,0,9,7,2,0,5,4,1,0
2006,"Oklahoma State","Big 12","South",0,13,7,6,0,8,3,5,0,6,4,2,0,7,3,4,0
2006,"Ole Miss","SEC","West",0,12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
2006,"Oregon","Pac-10","",0,13,7,6,0,10,4,6,0,7,5,2,0,6,2,4,0
2006,"Oregon State","Pac-10","",0,14,10,4,0,9,6,3,0,7,5,2,0,7,5,2,0
2006,"Penn State","Big Ten","",0,13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
2006,"Pittsburgh","Big East","",0,12,6,6,0,7,2,5,0,7,3,4,0,5,3,2,0
2006,"Purdue","Big Ten","",0,14,8,6,0,8,5,3,0,7,5,2,0,7,3,4,0
2006,"Rice","Conference USA","West",0,13,7,6,0,8,6,2,0,5,3,2,0,8,4,4,0
2006,"Rutgers","Big East","",0,13,11,2,0,7,5,2,0,6,6,0,0,7,5,2,0
2006,"San Diego State","Mountain West","",0,12,3,9,0,9,3,6,0,6,3,3,0,6,0,6,0
2006,"San José State","Western Athletic","",0,13,9,4,0,8,5,3,0,8,7,1,0,5,2,3,0
2006,"SMU","Conference USA","West",0,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
2006,"South Carolina","SEC","East",0,13,8,5,0,8,3,5,0,8,4,4,0,5,4,1,0
2006,"Southern Mississippi","Conference USA","East",0,14,9,5,0,9,6,3,0,7,6,1,0,7,3,4,0
2006,"South Florida","Big East","",0,13,9,4,0,7,4,3,0,6,5,1,0,7,4,3,0
2006,"Stanford","Pac-10","",0,12,1,11,0,9,1,8,0,5,0,5,0,7,1,6,0
2006,"Syracuse","Big East","",0,12,4,8,0,7,1,6,0,6,3,3,0,6,1,5,0
2006,"TCU","Mountain West","",0,13,11,2,0,8,6,2,0,7,6,1,0,6,5,1,0
2006,"Temple","FBS Independents","",0,12,1,11,0,0,0,0,0,5,1,4,0,7,0,7,0
2006,"Tennessee","SEC","East",0,13,9,4,0,8,5,3,0,7,5,2,0,6,4,2,0
2006,"Texas","Big 12","South",0,13,10,3,0,8,6,2,0,7,5,2,0,6,5,1,0
2006,"Texas A&M","Big 12","South",0,13,9,4,0,8,5,3,0,8,5,3,0,5,4,1,0
2006,"Texas Tech","Big 12","South",0,13,8,5,0,8,4,4,0,6,4,2,0,7,4,3,0
2006,"Toledo","Mid-American","West",0,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
2006,"Troy","Sun Belt","",0,13,8,5,0,7,6,1,0,6,5,1,0,7,3,4,0
2006,"Tulane","Conference USA","West",0,12,4,8,0,8,2,6,0,5,3,2,0,7,1,6,0
2006,"Tulsa","Conference USA","West",0,13,8,5,0,8,5,3,0,6,5,1,0,7,3,4,0
2006,"UAB","Conference USA","East",0,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2006,"UCF","Conference USA","East",0,12,4,8,0,8,3,5,0,7,2,5,0,5,2,3,0
2006,"UCLA","Pac-10","",0,13,7,6,0,10,6,4,0,8,6,2,0,5,1,4,0
2006,"UNLV","Mountain West","",0,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2006,"USC","Pac-10","",0,13,11,2,0,10,8,2,0,6,6,0,0,7,5,2,0
2006,"Utah","Mountain West","",0,13,8,5,0,9,5,4,0,7,5,2,0,6,3,3,0
2006,"Utah State","Western Athletic","",0,12,1,11,0,8,1,7,0,5,1,4,0,7,0,7,0
2006,"UTEP","Conference USA","West",0,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2006,"Vanderbilt","SEC","East",0,12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0
2006,"Virginia","ACC","Coastal",0,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2006,"Virginia Tech","ACC","Coastal",0,13,10,3,0,8,6,2,0,9,7,2,0,4,3,1,0
2006,"Wake Forest","ACC","Atlantic",0,14,11,3,0,9,7,2,0,7,4,3,0,7,7,0,0
2006,"Washington","Pac-10","",0,12,5,7,0,9,3,6,0,6,3,3,0,6,2,4,0
2006,"Washington State","Pac-10","",0,12,6,6,0,9,4,5,0,7,3,4,0,5,3,2,0
2006,"Western Michigan","Mid-American","West",0,13,8,5,0,8,6,2,0,5,5,0,0,8,3,5,0
2006,"West Virginia","Big East","",0,13,11,2,0,7,5,2,0,8,7,1,0,5,4,1,0
2006,"Wisconsin","Big Ten","",0,13,12,1,0,9,8,1,0,8,8,0,0,5,4,1,0
2006,"Wyoming","Mountain West","",0,12,6,6,0,8,5,3,0,6,4,2,0,6,2,4,0
2007,"Air Force","Mountain West","",0,13,9,4,0,9,6,3,0,7,6,1,0,6,3,3,0
2007,"Akron","Mid-American","East",0,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
2007,"Alabama","SEC","West",0,13,7,6,0,8,4,4,0,7,4,3,0,6,3,3,0
2007,"Arizona","Pac-10","",0,12,5,7,0,11,4,7,0,6,4,2,0,6,1,5,0
2007,"Arizona State","Pac-10","",0,13,10,3,0,10,8,2,0,8,7,1,0,5,3,2,0
2007,"Arkansas","SEC","West",0,13,8,5,0,8,4,4,0,9,6,3,0,4,2,2,0
2007,"Arkansas State","Sun Belt","",0,12,5,7,0,7,3,4,0,6,5,1,0,6,0,6,0
2007,"Army","FBS Independents","",0,12,3,9,0,0,0,0,0,5,3,2,0,7,0,7,0
2007,"Auburn","SEC","West",0,13,9,4,0,8,5,3,0,9,7,2,0,4,2,2,0
2007,"Ball State","Mid-American","West",0,13,7,6,0,7,5,2,0,6,3,3,0,7,4,3,0
2007,"Baylor","Big 12","South",0,12,3,9,0,8,0,8,0,6,2,4,0,6,1,5,0
2007,"Boise State","Western Athletic","",0,13,10,3,0,8,7,1,0,7,7,0,0,6,3,3,0
2007,"Boston College","ACC","Atlantic",0,14,11,3,0,9,6,3,0,8,6,2,0,6,5,1,0
2007,"Bowling Green","Mid-American","East",0,13,8,5,0,8,6,2,0,5,4,1,0,8,4,4,0
2007,"Buffalo","Mid-American","East",0,12,5,7,0,8,5,3,0,5,3,2,0,7,2,5,0
2007,"BYU","Mountain West","",0,13,11,2,0,11,10,1,0,7,7,0,0,6,4,2,0
2007,"California","Pac-10","",0,13,7,6,0,11,5,6,0,6,4,2,0,7,3,4,0
2007,"Central Michigan","Mid-American","West",0,14,8,6,0,8,7,1,0,7,4,3,0,7,4,3,0
2007,"Cincinnati","Big East","",0,13,10,3,0,7,4,3,0,7,5,2,0,6,5,1,0
2007,"Clemson","ACC","Atlantic",0,13,9,4,0,8,5,3,0,7,5,2,0,6,4,2,0
2007,"Colorado","Big 12","North",0,13,6,7,0,8,4,4,0,8,4,4,0,5,2,3,0
2007,"Colorado State","Mountain West","",0,12,3,9,0,9,2,7,0,6,2,4,0,6,1,5,0
2007,"Connecticut","Big East","",0,13,9,4,0,7,5,2,0,7,7,0,0,6,2,4,0
2007,"Duke","ACC","Coastal",0,12,1,11,0,8,0,8,0,5,0,5,0,7,1,6,0
2007,"East Carolina","Conference USA","East",0,13,8,5,0,8,6,2,0,7,5,2,0,6,3,3,0
2007,"Eastern Michigan","Mid-American","West",0,12,4,8,0,7,3,4,0,5,2,3,0,7,2,5,0
2007,"Florida","SEC","East",0,13,9,4,0,8,5,3,0,9,6,3,0,4,3,1,0
2007,"Florida Atlantic","Sun Belt","",0,13,8,5,0,7,6,1,0,6,4,2,0,7,4,3,0
2007,"Florida International","Sun Belt","",0,12,1,11,0,7,1,6,0,5,1,4,0,7,0,7,0
2007,"Florida State","ACC","Atlantic",0,13,7,6,0,8,4,4,0,7,5,2,0,6,2,4,0
2007,"Fresno State","Western Athletic","",0,13,9,4,0,8,6,2,0,7,6,1,0,6,3,3,0
2007,"Georgia","SEC","East",0,13,11,2,0,8,6,2,0,8,7,1,0,5,4,1,0
2007,"Georgia Tech","ACC","Coastal",0,13,7,6,0,8,4,4,0,7,4,3,0,6,3,3,0
2007,"Hawai'i","Western Athletic","",0,13,12,1,0,8,8,0,0,7,7,0,0,6,5,1,0
2007,"Houston","Conference USA","West",0,13,8,5,0,8,6,2,0,7,5,2,0,6,3,3,0
2007,"Idaho","Western Athletic","",0,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2007,"Illinois","Big Ten","",0,13,9,4,0,9,6,3,0,7,5,2,0,6,4,2,0
2007,"Indiana","Big Ten","",0,13,7,6,0,8,3,5,0,7,5,2,0,6,2,4,0
2007,"Iowa","Big Ten","",0,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2007,"Iowa State","Big 12","North",0,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
2007,"Kansas","Big 12","North",0,13,12,1,0,8,7,1,0,8,7,1,0,5,5,0,0
2007,"Kansas State","Big 12","North",0,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
2007,"Kent State","Mid-American","East",0,12,3,9,0,8,1,7,0,5,1,4,0,7,2,5,0
2007,"Kentucky","SEC","East",0,13,8,5,0,8,3,5,0,8,5,3,0,5,3,2,0
2007,"Louisiana","Sun Belt","",0,12,3,9,0,7,3,4,0,6,1,5,0,6,2,4,0
2007,"Louisiana Monroe","Sun Belt","",0,12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
2007,"Louisiana Tech","Western Athletic","",0,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2007,"Louisville","Big East","",0,12,6,6,0,7,3,4,0,6,4,2,0,6,2,4,0
2007,"LSU","SEC","West",0,14,12,2,0,9,7,2,0,8,7,1,0,6,5,1,0
2007,"Marshall","Conference USA","East",0,12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
2007,"Maryland","ACC","Atlantic",0,13,6,7,0,8,3,5,0,6,3,3,0,7,3,4,0
2007,"Memphis","Conference USA","East",0,13,7,6,0,8,6,2,0,7,4,3,0,6,3,3,0
2007,"Miami","ACC","Coastal",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
2007,"Miami (OH)","Mid-American","East",0,13,6,7,0,8,5,3,0,5,4,1,0,8,2,6,0
2007,"Michigan","Big Ten","",0,13,9,4,0,9,6,3,0,8,5,3,0,5,4,1,0
2007,"Michigan State","Big Ten","",0,13,7,6,0,8,3,5,0,8,5,3,0,5,2,3,0
2007,"Middle Tennessee","Sun Belt","",0,12,5,7,0,7,4,3,0,5,2,3,0,7,3,4,0
2007,"Minnesota","Big Ten","",0,12,1,11,0,8,0,8,0,7,1,6,0,5,0,5,0
2007,"Mississippi State","SEC","West",0,13,8,5,0,8,4,4,0,7,5,2,0,6,3,3,0
2007,"Missouri","Big 12","North",0,14,12,2,0,9,7,2,0,7,6,1,0,7,6,1,0
2007,"Navy","FBS Independents","",0,13,8,5,0,0,0,0,0,8,4,4,0,5,4,1,0
2007,"NC State","ACC","Atlantic",0,12,5,7,0,8,3,5,0,7,3,4,0,5,2,3,0
2007,"Nebraska","Big 12","North",0,12,5,7,0,8,2,6,0,7,4,3,0,5,1,4,0
2007,"Nevada","Western Athletic","",0,13,6,7,0,8,4,4,0,6,4,2,0,7,2,5,0
2007,"New Mexico","Mountain West","",0,13,9,4,0,9,6,3,0,7,6,1,0,6,3,3,0
2007,"New Mexico State","Western Athletic","",0,13,4,9,0,8,1,7,0,7,4,3,0,6,0,6,0
2007,"North Carolina","ACC","Coastal",0,12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0
2007,"Northern Illinois","Mid-American","West",0,12,2,10,0,7,1,6,0,6,1,5,0,6,1,5,0
2007,"North Texas","Sun Belt","",0,12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
2007,"Northwestern","Big Ten","",0,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2007,"Notre Dame","FBS Independents","",0,12,3,9,0,0,0,0,0,7,1,6,0,5,2,3,0
2007,"Ohio","Mid-American","East",0,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2007,"Ohio State","Big Ten","",0,13,11,2,0,9,8,1,0,8,6,2,0,5,5,0,0
2007,"Oklahoma","Big 12","South",0,14,11,3,0,9,7,2,0,8,7,1,0,6,4,2,0
2007,"Oklahoma State","Big 12","South",0,13,7,6,0,8,4,4,0,7,5,2,0,6,2,4,0
2007,"Ole Miss","SEC","West",0,12,3,9,0,8,0,8,0,7,2,5,0,5,1,4,0
2007,"Oregon","Pac-10","",0,13,9,4,0,10,6,4,0,8,6,2,0,5,3,2,0
2007,"Oregon State","Pac-10","",0,13,9,4,0,10,7,3,0,7,6,1,0,6,3,3,0
2007,"Penn State","Big Ten","",0,13,9,4,0,8,4,4,0,7,6,1,0,6,3,3,0
2007,"Pittsburgh","Big East","",0,12,5,7,0,7,3,4,0,7,4,3,0,5,1,4,0
2007,"Purdue","Big Ten","",0,13,8,5,0,8,3,5,0,7,5,2,0,6,3,3,0
2007,"Rice","Conference USA","West",0,12,3,9,0,8,3,5,0,6,1,5,0,6,2,4,0
2007,"Rutgers","Big East","",0,13,8,5,0,7,3,4,0,8,5,3,0,5,3,2,0
2007,"San Diego State","Mountain West","",0,12,4,8,0,10,3,7,0,6,2,4,0,6,2,4,0
2007,"San José State","Western Athletic","",0,12,5,7,0,8,4,4,0,5,4,1,0,7,1,6,0
2007,"SMU","Conference USA","West",0,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2007,"South Carolina","SEC","East",0,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2007,"Southern Mississippi","Conference USA","East",0,13,7,6,0,8,5,3,0,6,3,3,0,7,4,3,0
2007,"South Florida","Big East","",0,13,9,4,0,7,4,3,0,6,5,1,0,7,4,3,0
2007,"Stanford","Pac-10","",0,12,4,8,0,10,3,7,0,8,2,6,0,4,2,2,0
2007,"Syracuse","Big East","",0,12,2,10,0,7,1,6,0,7,1,6,0,5,1,4,0
2007,"TCU","Mountain West","",0,13,8,5,0,9,5,4,0,6,5,1,0,7,3,4,0
2007,"Temple","Mid-American","East",0,12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
2007,"Tennessee","SEC","East",0,14,10,4,0,9,6,3,0,8,8,0,0,6,2,4,0
2007,"Texas","Big 12","South",0,13,10,3,0,8,5,3,0,8,6,2,0,5,4,1,0
2007,"Texas A&M","Big 12","South",0,13,7,6,0,8,4,4,0,8,6,2,0,5,1,4,0
2007,"Texas Tech","Big 12","South",0,13,9,4,0,8,4,4,0,6,5,1,0,7,4,3,0
2007,"Toledo","Mid-American","West",0,12,5,7,0,8,3,5,0,7,5,2,0,5,0,5,0
2007,"Troy","Sun Belt","",0,12,8,4,0,7,6,1,0,5,4,1,0,7,4,3,0
2007,"Tulane","Conference USA","West",0,12,4,8,0,8,3,5,0,7,2,5,0,5,2,3,0
2007,"Tulsa","Conference USA","West",0,14,10,4,0,9,6,3,0,7,6,1,0,7,4,3,0
2007,"UAB","Conference USA","East",0,12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
2007,"UCF","Conference USA","East",0,14,10,4,0,9,8,1,0,7,6,1,0,7,4,3,0
2007,"UCLA","Pac-10","",0,13,6,7,0,12,6,6,0,6,4,2,0,7,2,5,0
2007,"UNLV","Mountain West","",0,12,2,10,0,9,1,8,0,6,1,5,0,6,1,5,0
2007,"USC","Pac-10","",0,13,11,2,0,10,8,2,0,7,6,1,0,6,5,1,0
2007,"Utah","Mountain West","",0,13,9,4,0,10,6,4,0,6,5,1,0,7,4,3,0
2007,"Utah State","Western Athletic","",0,12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
2007,"UTEP","Conference USA","West",0,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
2007,"Vanderbilt","SEC","East",0,12,5,7,0,8,2,6,0,8,4,4,0,4,1,3,0
2007,"Virginia","ACC","Coastal",0,13,9,4,0,8,6,2,0,7,5,2,0,6,4,2,0
2007,"Virginia Tech","ACC","Coastal",0,14,11,3,0,9,8,1,0,8,6,2,0,6,5,1,0
2007,"Wake Forest","ACC","Atlantic",0,13,9,4,0,8,5,3,0,7,6,1,0,6,3,3,0
2007,"Washington","Pac-10","",0,13,4,9,0,10,2,8,0,7,2,5,0,6,2,4,0
2007,"Washington State","Pac-10","",0,12,5,7,0,11,4,7,0,6,4,2,0,6,1,5,0
