"season","season_type","week","poll","rank","school","conference","first_place_votes","points"
2010,"regular",14,"AP Top 25",20,"Florida State","ACC",0,0
2010,"regular",14,"AP Top 25",21,"Utah","Mountain West",0,0
2010,"regular",14,"AP Top 25",22,"Mississippi State","SEC",0,0
2010,"regular",14,"AP Top 25",23,"West Virginia","Big East",0,0
2010,"regular",14,"AP Top 25",24,"Northern Illinois","Mid-American",0,0
2010,"regular",14,"AP Top 25",25,"Hawai'i","Western Athletic",0,0
2010,"regular",14,"BCS Standings",1,"Auburn","SEC",0,0
2010,"regular",14,"BCS Standings",2,"Oregon","Pac-10",0,0
2010,"regular",14,"BCS Standings",3,"TCU","Mountain West",0,0
2010,"regular",14,"BCS Standings",4,"Stanford","Pac-10",0,0
2010,"regular",14,"BCS Standings",5,"Wisconsin","Big Ten",0,0
2010,"regular",14,"BCS Standings",6,"Ohio State","Big Ten",0,0
2010,"regular",14,"BCS Standings",7,"Arkansas","SEC",0,0
2010,"regular",14,"BCS Standings",8,"Michigan State","Big Ten",0,0
2010,"regular",14,"BCS Standings",9,"Oklahoma","Big 12",0,0
2010,"regular",14,"BCS Standings",10,"LSU","SEC",0,0
2010,"regular",14,"BCS Standings",11,"Boise State","Western Athletic",0,0
2010,"regular",14,"BCS Standings",12,"Missouri","Big 12",0,0
2010,"regular",14,"BCS Standings",13,"Nebraska","Big 12",0,0
2010,"regular",14,"BCS Standings",14,"Oklahoma State","Big 12",0,0
2010,"regular",14,"BCS Standings",15,"Virginia Tech","ACC",0,0
2010,"regular",14,"BCS Standings",16,"Alabama","SEC",0,0
2010,"regular",14,"BCS Standings",17,"Nevada","Western Athletic",0,0
2010,"regular",14,"BCS Standings",18,"Texas A&M","Big 12",0,0
2010,"regular",14,"BCS Standings",19,"South Carolina","SEC",0,0
2010,"regular",14,"BCS Standings",20,"Utah","Mountain West",0,0
2010,"regular",14,"BCS Standings",21,"Florida State","ACC",0,0
2010,"regular",14,"BCS Standings",22,"Mississippi State","SEC",0,0
2010,"regular",14,"BCS Standings",23,"Arizona","Pac-10",0,0
2010,"regular",14,"BCS Standings",24,"West Virginia","Big East",0,0
2010,"regular",14,"BCS Standings",25,"Northern Illinois","Mid-American",0,0
2010,"regular",14,"Coaches Poll",1,"Oregon","Pac-10",46,1459
2010,"regular",14,"Coaches Poll",2,"Auburn","SEC",10,1419
2010,"regular",14,"Coaches Poll",3,"TCU","Mountain West",3,1343
2010,"regular",14,"Coaches Poll",4,"Wisconsin","Big Ten",0,1282
2010,"regular",14,"Coaches Poll",5,"Stanford","Pac-10",0,1233
2010,"regular",14,"Coaches Poll",6,"Ohio State","Big Ten",0,1213
2010,"regular",14,"Coaches Poll",7,"Michigan State","Big Ten",0,1083
2010,"regular",14,"Coaches Poll",8,"Arkansas","SEC",0,1012
2010,"regular",14,"Coaches Poll",9,"Oklahoma","Big 12",0,943
2010,"regular",14,"Coaches Poll",10,"Boise State","Western Athletic",0,869
2010,"regular",14,"Coaches Poll",11,"Virginia Tech","ACC",0,843
2010,"regular",14,"Coaches Poll",12,"LSU","SEC",0,796
2010,"regular",14,"Coaches Poll",13,"Nebraska","Big 12",0,773
2010,"regular",14,"Coaches Poll",14,"Missouri","Big 12",0,666
2010,"regular",14,"Coaches Poll",15,"Oklahoma State","Big 12",0,661
2010,"regular",14,"Coaches Poll",16,"South Carolina","SEC",0,626
2010,"regular",14,"Coaches Poll",17,"Nevada","Western Athletic",0,621
2010,"regular",14,"Coaches Poll",18,"Texas A&M","Big 12",0,503
2010,"regular",14,"Coaches Poll",19,"Alabama","SEC",0,501
2010,"regular",14,"Coaches Poll",20,"Florida State","ACC",0,353
2010,"regular",14,"Coaches Poll",21,"Utah","Mountain West",0,291
2010,"regular",14,"Coaches Poll",22,"Mississippi State","SEC",0,223
2010,"regular",14,"Coaches Poll",23,"Northern Illinois","Mid-American",0,130
2010,"regular",14,"Coaches Poll",24,"West Virginia","Big East",0,110
2010,"regular",14,"Coaches Poll",25,"UCF","Conference USA",0,62
2010,"regular",15,"AP Top 25",1,"Auburn","SEC",36,0
2010,"regular",15,"AP Top 25",2,"Oregon","Pac-10",23,0
2010,"regular",15,"AP Top 25",3,"TCU","Mountain West",1,0
2010,"regular",15,"AP Top 25",4,"Wisconsin","Big Ten",0,0
2010,"regular",15,"AP Top 25",5,"Stanford","Pac-10",0,0
2010,"regular",15,"AP Top 25",6,"Ohio State","Big Ten",0,0
2010,"regular",15,"AP Top 25",7,"Michigan State","Big Ten",0,0
2010,"regular",15,"AP Top 25",8,"Arkansas","SEC",0,0
2010,"regular",15,"AP Top 25",9,"Oklahoma","Big 12",0,0
2010,"regular",15,"AP Top 25",10,"Boise State","Western Athletic",0,0
2010,"regular",15,"AP Top 25",11,"LSU","SEC",0,0
2010,"regular",15,"AP Top 25",12,"Virginia Tech","ACC",0,0
2010,"regular",15,"AP Top 25",13,"Nevada","Western Athletic",0,0
2010,"regular",15,"AP Top 25",14,"Missouri","Big 12",0,0
2010,"regular",15,"AP Top 25",15,"Alabama","SEC",0,0
2010,"regular",15,"AP Top 25",16,"Oklahoma State","Big 12",0,0
2010,"regular",15,"AP Top 25",17,"Nebraska","Big 12",0,0
2010,"regular",15,"AP Top 25",18,"Texas A&M","Big 12",0,0
2010,"regular",15,"AP Top 25",19,"South Carolina","SEC",0,0
2010,"regular",15,"AP Top 25",20,"Utah","Mountain West",0,0
2010,"regular",15,"AP Top 25",21,"Mississippi State","SEC",0,0
2010,"regular",15,"AP Top 25",22,"West Virginia","Big East",0,0
2010,"regular",15,"AP Top 25",23,"Florida State","ACC",0,0
2010,"regular",15,"AP Top 25",24,"Hawai'i","Western Athletic",0,0
2010,"regular",15,"AP Top 25",25,"Connecticut","Big East",0,0
2010,"regular",15,"BCS Standings",1,"Auburn","SEC",0,0
2010,"regular",15,"BCS Standings",2,"Oregon","Pac-10",0,0
2010,"regular",15,"BCS Standings",3,"TCU","Mountain West",0,0
2010,"regular",15,"BCS Standings",4,"Stanford","Pac-10",0,0
2010,"regular",15,"BCS Standings",5,"Wisconsin","Big Ten",0,0
2010,"regular",15,"BCS Standings",6,"Ohio State","Big Ten",0,0
2010,"regular",15,"BCS Standings",7,"Oklahoma","Big 12",0,0
2010,"regular",15,"BCS Standings",8,"Arkansas","SEC",0,0
2010,"regular",15,"BCS Standings",9,"Michigan State","Big Ten",0,0
2010,"regular",15,"BCS Standings",10,"Boise State","Western Athletic",0,0
2010,"regular",15,"BCS Standings",11,"LSU","SEC",0,0
2010,"regular",15,"BCS Standings",12,"Missouri","Big 12",0,0
2010,"regular",15,"BCS Standings",13,"Virginia Tech","ACC",0,0
2010,"regular",15,"BCS Standings",14,"Oklahoma State","Big 12",0,0
2010,"regular",15,"BCS Standings",15,"Nevada","Western Athletic",0,0
2010,"regular",15,"BCS Standings",16,"Alabama","SEC",0,0
2010,"regular",15,"BCS Standings",17,"Texas A&M","Big 12",0,0
2010,"regular",15,"BCS Standings",18,"Nebraska","Big 12",0,0
2010,"regular",15,"BCS Standings",19,"Utah","Mountain West",0,0
2010,"regular",15,"BCS Standings",20,"South Carolina","SEC",0,0
2010,"regular",15,"BCS Standings",21,"Mississippi State","SEC",0,0
2010,"regular",15,"BCS Standings",22,"West Virginia","Big East",0,0
2010,"regular",15,"BCS Standings",23,"Florida State","ACC",0,0
2010,"regular",15,"BCS Standings",24,"Hawai'i","Western Athletic",0,0
2010,"regular",15,"BCS Standings",25,"UCF","Conference USA",0,0
2010,"regular",15,"Coaches Poll",1,"Oregon","Pac-10",34,1450
2010,"regular",15,"Coaches Poll",2,"Auburn","SEC",24,1437
2010,"regular",15,"Coaches Poll",3,"TCU","Mountain West",1,1348
2010,"regular",15,"Coaches Poll",4,"Wisconsin","Big Ten",0,1276
2010,"regular",15,"Coaches Poll",5,"Stanford","Pac-10",0,1239
2010,"regular",15,"Coaches Poll",6,"Ohio State","Big Ten",0,1200
2010,"regular",15,"Coaches Poll",7,"Michigan State","Big Ten",0,1104
2010,"regular",15,"Coaches Poll",8,"Oklahoma","Big 12",0,1008
2010,"regular",15,"Coaches Poll",8,"Arkansas","SEC",0,1008
2010,"regular",15,"Coaches Poll",10,"Boise State","Western Athletic",0,914
2010,"regular",15,"Coaches Poll",11,"Virginia Tech","ACC",0,900
2010,"regular",15,"Coaches Poll",12,"LSU","SEC",0,826
2010,"regular",15,"Coaches Poll",13,"Oklahoma State","Big 12",0,718
2010,"regular",15,"Coaches Poll",14,"Missouri","Big 12",0,712
2010,"regular",15,"Coaches Poll",15,"Nevada","Western Athletic",0,640
2010,"regular",15,"Coaches Poll",16,"Nebraska","Big 12",0,607
2010,"regular",15,"Coaches Poll",17,"Texas A&M","Big 12",0,542
2010,"regular",15,"Coaches Poll",18,"Alabama","SEC",0,521
2010,"regular",15,"Coaches Poll",19,"Utah","Mountain West",0,375
2010,"regular",15,"Coaches Poll",20,"South Carolina","SEC",0,345
2010,"regular",15,"Coaches Poll",21,"West Virginia","Big East",0,261
2010,"regular",15,"Coaches Poll",22,"Mississippi State","SEC",0,255
2010,"regular",15,"Coaches Poll",23,"Florida State","ACC",0,156
2010,"regular",15,"Coaches Poll",24,"UCF","Conference USA",0,143
2010,"regular",15,"Coaches Poll",25,"Hawai'i","Western Athletic",0,98
2011,"regular",1,"AP Top 25",1,"Oklahoma","Big 12",36,0
2011,"regular",1,"AP Top 25",2,"Alabama","SEC",17,0
2011,"regular",1,"AP Top 25",3,"Oregon","Pac-12",4,0
2011,"regular",1,"AP Top 25",4,"LSU","SEC",1,0
2011,"regular",1,"AP Top 25",5,"Boise State","Mountain West",2,0
2011,"regular",1,"AP Top 25",6,"Florida State","ACC",0,0
2011,"regular",1,"AP Top 25",7,"Stanford","Pac-12",0,0
2011,"regular",1,"AP Top 25",8,"Texas A&M","Big 12",0,0
2011,"regular",1,"AP Top 25",9,"Oklahoma State","Big 12",0,0
2011,"regular",1,"AP Top 25",10,"Nebraska","Big Ten",0,0
2011,"regular",1,"AP Top 25",11,"Wisconsin","Big Ten",0,0
2011,"regular",1,"AP Top 25",12,"South Carolina","SEC",0,0
2011,"regular",1,"AP Top 25",13,"Virginia Tech","ACC",0,0
2011,"regular",1,"AP Top 25",14,"TCU","Mountain West",0,0
2011,"regular",1,"AP Top 25",15,"Arkansas","SEC",0,0
2011,"regular",1,"AP Top 25",16,"Notre Dame","FBS Independents",0,0
2011,"regular",1,"AP Top 25",17,"Michigan State","Big Ten",0,0
2011,"regular",1,"AP Top 25",18,"Ohio State","Big Ten",0,0
2011,"regular",1,"AP Top 25",19,"Georgia","SEC",0,0
2011,"regular",1,"AP Top 25",20,"Mississippi State","SEC",0,0
2011,"regular",1,"AP Top 25",21,"Missouri","Big 12",0,0
2011,"regular",1,"AP Top 25",22,"Florida","SEC",0,0
2011,"regular",1,"AP Top 25",23,"Auburn","SEC",0,0
2011,"regular",1,"AP Top 25",24,"West Virginia","Big East",0,0
2011,"regular",1,"AP Top 25",25,"USC","Pac-12",0,0
2011,"regular",1,"Coaches Poll",1,"Oklahoma","Big 12",42,1454
2011,"regular",1,"Coaches Poll",2,"Alabama","SEC",13,1414
2011,"regular",1,"Coaches Poll",3,"Oregon","Pac-12",2,1309
2011,"regular",1,"Coaches Poll",4,"LSU","SEC",2,1296
2011,"regular",1,"Coaches Poll",5,"Florida State","ACC",0,1116
2011,"regular",1,"Coaches Poll",6,"Stanford","Pac-12",0,1101
2011,"regular",1,"Coaches Poll",7,"Boise State","Mountain West",0,1065
2011,"regular",1,"Coaches Poll",8,"Oklahoma State","Big 12",0,933
2011,"regular",1,"Coaches Poll",9,"Texas A&M","Big 12",0,885
2011,"regular",1,"Coaches Poll",10,"Wisconsin","Big Ten",0,829
2011,"regular",1,"Coaches Poll",11,"Nebraska","Big Ten",0,814
2011,"regular",1,"Coaches Poll",12,"South Carolina","SEC",0,779
2011,"regular",1,"Coaches Poll",13,"Virginia Tech","ACC",0,767
2011,"regular",1,"Coaches Poll",14,"Arkansas","SEC",0,750
2011,"regular",1,"Coaches Poll",15,"TCU","Mountain West",0,687
2011,"regular",1,"Coaches Poll",16,"Ohio State","Big Ten",0,631
2011,"regular",1,"Coaches Poll",17,"Michigan State","Big Ten",0,536
2011,"regular",1,"Coaches Poll",18,"Notre Dame","FBS Independents",0,440
2011,"regular",1,"Coaches Poll",19,"Auburn","SEC",0,329
2011,"regular",1,"Coaches Poll",20,"Mississippi State","SEC",0,301
2011,"regular",1,"Coaches Poll",21,"Missouri","Big 12",0,266
2011,"regular",1,"Coaches Poll",22,"Georgia","SEC",0,260
2011,"regular",1,"Coaches Poll",23,"Florida","SEC",0,240
2011,"regular",1,"Coaches Poll",24,"Texas","Big 12",0,162
2011,"regular",1,"Coaches Poll",25,"Penn State","Big Ten",0,161
2011,"regular",2,"AP Top 25",1,"Oklahoma","Big 12",32,0
2011,"regular",2,"AP Top 25",2,"LSU","SEC",17,0
2011,"regular",2,"AP Top 25",3,"Alabama","SEC",9,0
2011,"regular",2,"AP Top 25",4,"Boise State","Mountain West",2,0
2011,"regular",2,"AP Top 25",5,"Florida State","ACC",0,0
2011,"regular",2,"AP Top 25",6,"Stanford","Pac-12",0,0
2011,"regular",2,"AP Top 25",7,"Texas A&M","Big 12",0,0
2011,"regular",2,"AP Top 25",8,"Wisconsin","Big Ten",0,0
2011,"regular",2,"AP Top 25",9,"Oklahoma State","Big 12",0,0
2011,"regular",2,"AP Top 25",10,"Nebraska","Big Ten",0,0
2011,"regular",2,"AP Top 25",11,"Virginia Tech","ACC",0,0
2011,"regular",2,"AP Top 25",12,"South Carolina","SEC",0,0
2011,"regular",2,"AP Top 25",13,"Oregon","Pac-12",0,0
2011,"regular",2,"AP Top 25",14,"Arkansas","SEC",0,0
2011,"regular",2,"AP Top 25",15,"Ohio State","Big Ten",0,0
2011,"regular",2,"AP Top 25",16,"Mississippi State","SEC",0,0
2011,"regular",2,"AP Top 25",17,"Michigan State","Big Ten",0,0
2011,"regular",2,"AP Top 25",18,"Florida","SEC",0,0
2011,"regular",2,"AP Top 25",19,"West Virginia","Big East",0,0
2011,"regular",2,"AP Top 25",20,"Baylor","Big 12",0,0
2011,"regular",2,"AP Top 25",21,"Missouri","Big 12",0,0
2011,"regular",2,"AP Top 25",22,"South Florida","Big East",0,0
2011,"regular",2,"AP Top 25",23,"Penn State","Big Ten",0,0
2011,"regular",2,"AP Top 25",24,"Texas","Big 12",0,0
2011,"regular",2,"AP Top 25",25,"TCU","Mountain West",0,0
2011,"regular",2,"Coaches Poll",1,"Oklahoma","Big 12",43,1454
2011,"regular",2,"Coaches Poll",2,"Alabama","SEC",9,1412
2011,"regular",2,"Coaches Poll",3,"LSU","SEC",7,1366
2011,"regular",2,"Coaches Poll",4,"Florida State","ACC",0,1198
2011,"regular",2,"Coaches Poll",5,"Boise State","Mountain West",0,1197
2011,"regular",2,"Coaches Poll",6,"Stanford","Pac-12",0,1180
2011,"regular",2,"Coaches Poll",7,"Oklahoma State","Big 12",0,1038
2011,"regular",2,"Coaches Poll",8,"Texas A&M","Big 12",0,997
2011,"regular",2,"Coaches Poll",9,"Wisconsin","Big Ten",0,988
2011,"regular",2,"Coaches Poll",10,"Nebraska","Big Ten",0,910
2011,"regular",2,"Coaches Poll",11,"Virginia Tech","ACC",0,863
2011,"regular",2,"Coaches Poll",12,"South Carolina","SEC",0,827
2011,"regular",2,"Coaches Poll",13,"Arkansas","SEC",0,786
2011,"regular",2,"Coaches Poll",14,"Oregon","Pac-12",0,752
2011,"regular",2,"Coaches Poll",15,"Ohio State","Big Ten",0,686
2011,"regular",2,"Coaches Poll",16,"Michigan State","Big Ten",0,584
2011,"regular",2,"Coaches Poll",17,"Mississippi State","SEC",0,497
2011,"regular",2,"Coaches Poll",18,"Florida","SEC",0,375
2011,"regular",2,"Coaches Poll",19,"Missouri","Big 12",0,309
2011,"regular",2,"Coaches Poll",20,"Penn State","Big Ten",0,247
2011,"regular",2,"Coaches Poll",21,"Texas","Big 12",0,231
2011,"regular",2,"Coaches Poll",22,"Auburn","SEC",0,197
2011,"regular",2,"Coaches Poll",23,"Arizona State","Pac-12",0,189
2011,"regular",2,"Coaches Poll",24,"West Virginia","Big East",0,185
2011,"regular",2,"Coaches Poll",25,"TCU","Mountain West",0,140
2011,"regular",3,"AP Top 25",1,"Oklahoma","Big 12",31,0
2011,"regular",3,"AP Top 25",2,"Alabama","SEC",10,0
2011,"regular",3,"AP Top 25",3,"LSU","SEC",17,0
2011,"regular",3,"AP Top 25",4,"Boise State","Mountain West",2,0
2011,"regular",3,"AP Top 25",5,"Florida State","ACC",0,0
2011,"regular",3,"AP Top 25",6,"Stanford","Pac-12",0,0
2011,"regular",3,"AP Top 25",7,"Wisconsin","Big Ten",0,0
2011,"regular",3,"AP Top 25",8,"Oklahoma State","Big 12",0,0
2011,"regular",3,"AP Top 25",9,"Texas A&M","Big 12",0,0
2011,"regular",3,"AP Top 25",10,"South Carolina","SEC",0,0
2011,"regular",3,"AP Top 25",11,"Nebraska","Big Ten",0,0
2011,"regular",3,"AP Top 25",12,"Oregon","Pac-12",0,0
2011,"regular",3,"AP Top 25",13,"Virginia Tech","ACC",0,0
2011,"regular",3,"AP Top 25",14,"Arkansas","SEC",0,0
2011,"regular",3,"AP Top 25",15,"Michigan State","Big Ten",0,0
2011,"regular",3,"AP Top 25",16,"Florida","SEC",0,0
2011,"regular",3,"AP Top 25",17,"Ohio State","Big Ten",0,0
2011,"regular",3,"AP Top 25",18,"West Virginia","Big East",0,0
2011,"regular",3,"AP Top 25",19,"Baylor","Big 12",0,0
2011,"regular",3,"AP Top 25",20,"South Florida","Big East",0,0
2011,"regular",3,"AP Top 25",21,"Auburn","SEC",0,0
2011,"regular",3,"AP Top 25",22,"Arizona State","Pac-12",0,0
2011,"regular",3,"AP Top 25",23,"TCU","Mountain West",0,0
2011,"regular",3,"AP Top 25",23,"Texas","Big 12",0,0
2011,"regular",3,"AP Top 25",25,"Mississippi State","SEC",0,0
2011,"regular",3,"Coaches Poll",1,"Oklahoma","Big 12",44,1453
2011,"regular",3,"Coaches Poll",2,"Alabama","SEC",8,1410
2011,"regular",3,"Coaches Poll",3,"LSU","SEC",7,1372
2011,"regular",3,"Coaches Poll",4,"Boise State","Mountain West",0,1214
2011,"regular",3,"Coaches Poll",5,"Florida State","ACC",0,1211
2011,"regular",3,"Coaches Poll",6,"Stanford","Pac-12",0,1165
2011,"regular",3,"Coaches Poll",7,"Oklahoma State","Big 12",0,1072
2011,"regular",3,"Coaches Poll",8,"Wisconsin","Big Ten",0,1033
2011,"regular",3,"Coaches Poll",9,"Texas A&M","Big 12",0,1001
2011,"regular",3,"Coaches Poll",10,"Nebraska","Big Ten",0,911
2011,"regular",3,"Coaches Poll",11,"South Carolina","SEC",0,863
2011,"regular",3,"Coaches Poll",12,"Virginia Tech","ACC",0,842
2011,"regular",3,"Coaches Poll",13,"Arkansas","SEC",0,825
2011,"regular",3,"Coaches Poll",14,"Oregon","Pac-12",0,754
2011,"regular",3,"Coaches Poll",15,"Michigan State","Big Ten",0,639
2011,"regular",3,"Coaches Poll",16,"Ohio State","Big Ten",0,566
2011,"regular",3,"Coaches Poll",17,"Florida","SEC",0,498
2011,"regular",3,"Coaches Poll",18,"Arizona State","Pac-12",0,353
2011,"regular",3,"Coaches Poll",19,"Auburn","SEC",0,331
2011,"regular",3,"Coaches Poll",20,"West Virginia","Big East",0,304
2011,"regular",3,"Coaches Poll",21,"Texas","Big 12",0,260
2011,"regular",3,"Coaches Poll",22,"South Florida","Big East",0,230
2011,"regular",3,"Coaches Poll",23,"TCU","Mountain West",0,211
2011,"regular",3,"Coaches Poll",24,"Baylor","Big 12",0,171
2011,"regular",3,"Coaches Poll",25,"Mississippi State","SEC",0,125
2011,"regular",4,"AP Top 25",1,"Oklahoma","Big 12",37,0
2011,"regular",4,"AP Top 25",2,"LSU","SEC",14,0
2011,"regular",4,"AP Top 25",3,"Alabama","SEC",7,0
2011,"regular",4,"AP Top 25",4,"Boise State","Mountain West",2,0
2011,"regular",4,"AP Top 25",5,"Stanford","Pac-12",0,0
2011,"regular",4,"AP Top 25",6,"Wisconsin","Big Ten",0,0
2011,"regular",4,"AP Top 25",7,"Oklahoma State","Big 12",0,0
2011,"regular",4,"AP Top 25",8,"Texas A&M","Big 12",0,0
2011,"regular",4,"AP Top 25",9,"Nebraska","Big Ten",0,0
2011,"regular",4,"AP Top 25",10,"Oregon","Pac-12",0,0
2011,"regular",4,"AP Top 25",11,"Florida State","ACC",0,0
2011,"regular",4,"AP Top 25",12,"South Carolina","SEC",0,0
2011,"regular",4,"AP Top 25",13,"Virginia Tech","ACC",0,0
2011,"regular",4,"AP Top 25",14,"Arkansas","SEC",0,0
2011,"regular",4,"AP Top 25",15,"Florida","SEC",0,0
2011,"regular",4,"AP Top 25",16,"West Virginia","Big East",0,0
2011,"regular",4,"AP Top 25",17,"Baylor","Big 12",0,0
2011,"regular",4,"AP Top 25",18,"South Florida","Big East",0,0
2011,"regular",4,"AP Top 25",19,"Texas","Big 12",0,0
2011,"regular",4,"AP Top 25",20,"TCU","Mountain West",0,0
2011,"regular",4,"AP Top 25",21,"Clemson","ACC",0,0
2011,"regular",4,"AP Top 25",22,"Michigan","Big Ten",0,0
2011,"regular",4,"AP Top 25",23,"USC","Pac-12",0,0
2011,"regular",4,"AP Top 25",24,"Illinois","Big Ten",0,0
2011,"regular",4,"AP Top 25",25,"Georgia Tech","ACC",0,0
2011,"regular",4,"Coaches Poll",1,"Oklahoma","Big 12",50,1463
2011,"regular",4,"Coaches Poll",2,"Alabama","SEC",4,1402
2011,"regular",4,"Coaches Poll",3,"LSU","SEC",5,1373
2011,"regular",4,"Coaches Poll",4,"Boise State","Mountain West",0,1212
2011,"regular",4,"Coaches Poll",5,"Stanford","Pac-12",0,1208
2011,"regular",4,"Coaches Poll",6,"Oklahoma State","Big 12",0,1126
2011,"regular",4,"Coaches Poll",7,"Wisconsin","Big Ten",0,1121
2011,"regular",4,"Coaches Poll",8,"Texas A&M","Big 12",0,1033
2011,"regular",4,"Coaches Poll",9,"Nebraska","Big Ten",0,966
2011,"regular",4,"Coaches Poll",10,"South Carolina","SEC",0,876
2011,"regular",4,"Coaches Poll",11,"Virginia Tech","ACC",0,852
2011,"regular",4,"Coaches Poll",12,"Arkansas","SEC",0,851
2011,"regular",4,"Coaches Poll",13,"Oregon","Pac-12",0,804
2011,"regular",4,"Coaches Poll",14,"Florida State","ACC",0,801
2011,"regular",4,"Coaches Poll",15,"Florida","SEC",0,670
2011,"regular",4,"Coaches Poll",16,"West Virginia","Big East",0,529
2011,"regular",4,"Coaches Poll",17,"South Florida","Big East",0,485
2011,"regular",4,"Coaches Poll",18,"Texas","Big 12",0,464
2011,"regular",4,"Coaches Poll",19,"Baylor","Big 12",0,391
2011,"regular",4,"Coaches Poll",20,"TCU","Mountain West",0,310
2011,"regular",4,"Coaches Poll",21,"Michigan","Big Ten",0,243
2011,"regular",4,"Coaches Poll",22,"Clemson","ACC",0,181
2011,"regular",4,"Coaches Poll",23,"Michigan State","Big Ten",0,119
2011,"regular",4,"Coaches Poll",24,"Georgia Tech","ACC",0,118
2011,"regular",4,"Coaches Poll",25,"North Carolina","ACC",0,99
2011,"regular",5,"AP Top 25",1,"LSU","SEC",42,0
2011,"regular",5,"AP Top 25",2,"Oklahoma","Big 12",12,0
2011,"regular",5,"AP Top 25",3,"Alabama","SEC",5,0
2011,"regular",5,"AP Top 25",4,"Boise State","Mountain West",1,0
2011,"regular",5,"AP Top 25",5,"Oklahoma State","Big 12",0,0
2011,"regular",5,"AP Top 25",6,"Stanford","Pac-12",0,0
2011,"regular",5,"AP Top 25",7,"Wisconsin","Big Ten",0,0
2011,"regular",5,"AP Top 25",8,"Nebraska","Big Ten",0,0
2011,"regular",5,"AP Top 25",9,"Oregon","Pac-12",0,0
2011,"regular",5,"AP Top 25",10,"South Carolina","SEC",0,0
2011,"regular",5,"AP Top 25",11,"Virginia Tech","ACC",0,0
2011,"regular",5,"AP Top 25",12,"Florida","SEC",0,0
2011,"regular",5,"AP Top 25",13,"Clemson","ACC",0,0
2011,"regular",5,"AP Top 25",14,"Texas A&M","Big 12",0,0
2011,"regular",5,"AP Top 25",15,"Baylor","Big 12",0,0
2011,"regular",5,"AP Top 25",16,"South Florida","Big East",0,0
2011,"regular",5,"AP Top 25",17,"Texas","Big 12",0,0
2011,"regular",5,"AP Top 25",18,"Arkansas","SEC",0,0
2011,"regular",5,"AP Top 25",19,"Michigan","Big Ten",0,0
2011,"regular",5,"AP Top 25",20,"TCU","Mountain West",0,0
2011,"regular",5,"AP Top 25",21,"Georgia Tech","ACC",0,0
2011,"regular",5,"AP Top 25",22,"West Virginia","Big East",0,0
2011,"regular",5,"AP Top 25",23,"Florida State","ACC",0,0
2011,"regular",5,"AP Top 25",24,"Illinois","Big Ten",0,0
2011,"regular",5,"AP Top 25",25,"Arizona State","Pac-12",0,0
2011,"regular",5,"Coaches Poll",1,"Oklahoma","Big 12",32,1434
2011,"regular",5,"Coaches Poll",2,"Alabama","SEC",7,1404
2011,"regular",5,"Coaches Poll",2,"LSU","SEC",20,1404
2011,"regular",5,"Coaches Poll",4,"Stanford","Pac-12",0,1225
2011,"regular",5,"Coaches Poll",5,"Boise State","Mountain West",0,1223
2011,"regular",5,"Coaches Poll",6,"Oklahoma State","Big 12",0,1172
2011,"regular",5,"Coaches Poll",7,"Wisconsin","Big Ten",0,1156
2011,"regular",5,"Coaches Poll",8,"Nebraska","Big Ten",0,1040
2011,"regular",5,"Coaches Poll",9,"South Carolina","SEC",0,976
2011,"regular",5,"Coaches Poll",10,"Virginia Tech","ACC",0,935
2011,"regular",5,"Coaches Poll",11,"Oregon","Pac-12",0,914
2011,"regular",5,"Coaches Poll",12,"Florida","SEC",0,817
2011,"regular",5,"Coaches Poll",13,"Texas A&M","Big 12",0,681
2011,"regular",5,"Coaches Poll",14,"South Florida","Big East",0,631
2011,"regular",5,"Coaches Poll",15,"Clemson","ACC",0,598
2011,"regular",5,"Coaches Poll",16,"Baylor","Big 12",0,528
2011,"regular",5,"Coaches Poll",17,"Texas","Big 12",0,525
2011,"regular",5,"Coaches Poll",18,"Arkansas","SEC",0,432
2011,"regular",5,"Coaches Poll",19,"Michigan","Big Ten",0,414
2011,"regular",5,"Coaches Poll",20,"TCU","Mountain West",0,364
2011,"regular",5,"Coaches Poll",21,"Georgia Tech","ACC",0,333
2011,"regular",5,"Coaches Poll",22,"Illinois","Big Ten",0,181
2011,"regular",5,"Coaches Poll",23,"West Virginia","Big East",0,158
2011,"regular",5,"Coaches Poll",24,"Florida State","ACC",0,157
2011,"regular",5,"Coaches Poll",25,"Michigan State","Big Ten",0,153
2011,"regular",6,"AP Top 25",1,"LSU","SEC",40,0
2011,"regular",6,"AP Top 25",2,"Alabama","SEC",12,0
2011,"regular",6,"AP Top 25",3,"Oklahoma","Big 12",7,0
2011,"regular",6,"AP Top 25",4,"Wisconsin","Big Ten",0,0
2011,"regular",6,"AP Top 25",5,"Boise State","Mountain West",1,0
2011,"regular",6,"AP Top 25",6,"Oklahoma State","Big 12",0,0
2011,"regular",6,"AP Top 25",7,"Stanford","Pac-12",0,0
2011,"regular",6,"AP Top 25",8,"Clemson","ACC",0,0
2011,"regular",6,"AP Top 25",9,"Oregon","Pac-12",0,0
2011,"regular",6,"AP Top 25",10,"Arkansas","SEC",0,0
2011,"regular",6,"AP Top 25",11,"Texas","Big 12",0,0
2011,"regular",6,"AP Top 25",12,"Michigan","Big Ten",0,0
2011,"regular",6,"AP Top 25",13,"Georgia Tech","ACC",0,0
2011,"regular",6,"AP Top 25",14,"Nebraska","Big Ten",0,0
